car_id,sgt_route_cluster_1
20151501031546-207,122
20151501041501-974,10
20151501041514-837,107
20151501041530-577,81
20151501051519-505,89
20151501071532-943,120
20151501081501-880,69
20151501121556-124,10
20151502011530-485,40
20151502021555-920,73
20151502051516-710,23
20151502081509-926,23
20151502081513-909,96
20151502091514-362,9
20151502091530-848,61
20151502101538-958,73
20151502111546-232,11
20151502121502-816,77
20151502121513-669,0
20151503011524-795,133
20151503031515-111,23
20151503031528-614,49
20151503041535-262,12
20151503041546-127,92
20151503071547-841,95
20151503081552-98,6
20151503081557-917,42
20151503091545-22,115
20151503091550-577,69
20151503101546-637,10
20151503121511-512,1
20151504021515-769,139
20151504021532-361,48
20151504021557-531,60
20151504061538-491,8
20151504071559-733,120
20151504091530-898,78
20151504091532-80,24
20151504101514-576,17
20151504101541-20,16
20151504111546-565,109
20151504121551-199,36
20151505021549-441,27
20151505021556-896,59
20151505031524-959,24
20151505041552-201,113
20151505101551-848,84
20151506021546-159,139
20151506031509-899,18
20151506031520-642,63
20151506031529-885,57
20151506051559-40,41
20151506061507-556,8
20151506071555-282,58
20151506091506-255,121
20151506091508-380,66
20151506111546-542,8
20151507011530-88,17
20151507021521-535,48
20151507031539-411,62
20151507041507-522,36
20151507041515-490,135
20151507051530-305,73
20151507091534-24,48
20151507101514-517,36
20151507101527-978,112
20151508101502-435,85
20151508101555-94,139
20151508111538-586,91
20151509011505-265,139
20151509021518-470,48
20151509021544-252,112
20151509051511-166,72
20151509061529-73,107
20151509081503-433,67
20151509091525-370,34
20151510011521-553,69
20151510021521-830,10
20151510031519-222,67
20151510051515-843,41
20151510051559-717,45
20151510061538-984,25
20151510081533-93,10
20151510081555-297,24
20151510101519-368,9
20151510101536-354,7
20151510111548-270,10
20151510111553-177,27
20151510111556-634,133
20151510121543-670,55
20151511021500-100,20
20151511021550-3,20
20151511041558-368,115
20151511051548-374,96
20151511061503-898,58
20151511071529-602,52
20151511081530-342,124
20151511091506-577,34
20151511111500-654,107
20151512011521-735,91
20151512071504-236,16
20151512071514-384,48
20151512111517-621,83
20151512121530-448,73
20151513021519-235,10
20151513021550-110,15
20151513031531-524,20
20151513031558-201,20
20151513041529-826,21
20151513101517-292,43
20151513101527-164,48
20151514031512-498,74
20151514031521-506,20
20151514091533-555,30
20151514111514-132,72
20151514111535-583,60
20151514111539-957,90
20151514111543-543,27
20151514121511-340,73
20151514121556-537,9
20151515021534-406,13
20151515031550-326,9
20151515041521-240,107
20151515041526-196,91
20151515051510-708,34
20151515051521-888,6
20151515081555-958,80
20151515091504-639,34
20151515101530-226,17
20151515101532-244,69
20151515101538-806,15
20151515111523-394,10
20151516011512-70,134
20151516021538-697,20
20151516041514-25,7
20151516041547-191,20
20151516071503-790,16
20151516081531-772,151
20151516091544-909,34
20151516101554-769,6
20151516121541-394,16
20151517021543-275,68
20151517041512-160,43
20151517081557-258,122
20151517101525-353,16
20151518011531-224,123
20151518011542-627,72
20151518031527-459,104
20151518041531-923,128
20151518051513-233,11
20151518051530-830,67
20151518051538-141,48
20151518061551-586,12
20151518071528-59,71
20151518111514-302,20
20151518111558-749,122
20151518121552-662,16
20151518121553-489,48
20151519021534-355,11
20151519021535-125,8
20151519021549-725,48
20151519071503-464,27
20151519091517-222,34
20151520021556-881,111
20151520041535-563,21
20151520061516-982,62
20151520091516-280,41
20151520101518-905,30
20151520101518-94,115
20151521011536-810,87
20151521011559-569,18
20151521021503-834,88
20151521021511-720,75
20151521021518-235,111
20151521021558-556,36
20151521031525-991,124
20151521051522-169,33
20151521051524-864,13
20151521061533-537,9
20151521091522-548,21
20151521111559-556,130
20151521121533-656,136
20151522021556-961,161
20151522041501-365,30
20151522041530-157,9
20151522041532-575,48
20151522041555-163,9
20151522051555-293,56
20151522061542-891,94
20151522061557-382,52
20151522081515-994,52
20151522081519-492,142
20151522091552-607,130
20151522091559-339,97
20151522101505-183,9
20151523031533-237,43
20151523051503-870,161
20151523061521-500,25
20151523091527-511,73
20151523091548-948,80
20151523091554-835,69
20151523101503-652,139
20151523101517-447,47
20151523111534-260,161
20151524021516-801,60
20151524031523-535,9
20151524081541-90,48
20151524111501-63,161
20151524111520-882,36
20151524111544-557,36
20151524121519-784,66
20151525031501-300,69
20151525031532-107,65
20151525051529-770,8
20151525101516-848,80
20151525111508-450,8
20151526051501-87,25
20151526051513-980,131
20151526061504-680,97
20151526081503-628,152
20151526081527-704,59
20151526091530-569,5
20151527051554-345,128
20151527061554-681,48
20151527071503-446,9
20151527071538-603,41
20151527081514-392,57
20151527101514-475,9
20151527121503-789,28
20151528021553-459,48
20151528041551-821,66
20151528061507-602,10
20151528061539-192,73
20151528071513-888,61
20151528111524-130,10
20151529031505-215,39
20151529051506-307,7
20151529051508-917,130
20151529071539-841,48
20151529081504-641,43
20151530031532-48,120
20151530051543-867,88
20151531021539-858,87
20151531031549-230,115
20151531051542-14,52
20151531051542-946,61
20151531091529-683,16
20151531111510-701,125
20151601021656-196,27
20151601031629-649,16
20151601031635-401,47
20151601031653-102,107
20151601041600-94,86
20151601051643-543,48
20151601071610-352,64
20151601101604-955,94
20151601101614-646,48
20151602021614-218,116
20151602031635-816,39
20151602031658-446,33
20151602061643-167,92
20151602071621-654,10
20151602071627-36,27
20151602091615-940,0
20151602101636-583,69
20151602121624-797,106
20151602121645-871,113
20151603031651-532,34
20151603041648-438,93
20151603041648-814,136
20151603051629-978,126
20151603061611-545,125
20151603061640-724,6
20151603061654-187,108
20151603101648-227,67
20151604011635-266,39
20151604021625-197,82
20151604031616-721,33
20151604041618-562,10
20151604081602-122,9
20151604081612-669,109
20151604091656-972,88
20151604111624-415,57
20151605061605-159,8
20151605071639-764,48
20151605081652-828,57
20151605091611-743,48
20151606021642-600,17
20151606031633-30,139
20151606031654-707,61
20151606071628-927,69
20151606081628-560,86
20151606091653-198,148
20151606101600-597,16
20151607011652-132,50
20151607031638-902,87
20151607041603-377,11
20151607051607-228,108
20151607061603-978,27
20151607061640-872,57
20151607071627-500,101
20151607081638-405,136
20151608011609-774,27
20151608051630-185,12
20151608061603-479,74
20151608091658-472,117
20151608111612-218,118
20151609011606-651,20
20151609011626-759,90
20151609061625-849,27
20151609081657-851,20
20151609111645-563,20
20151610011624-428,139
20151610031632-225,122
20151610051648-803,81
20151610081616-401,139
20151610081659-443,17
20151611051619-74,80
20151611051647-681,139
20151611061644-777,10
20151611071602-941,27
20151611081603-412,5
20151611081647-123,20
20151611101618-274,12
20151611101618-605,16
20151611111649-796,70
20151611121645-733,139
20151612031639-61,33
20151612041658-450,132
20151612061616-167,48
20151612061624-150,107
20151612061633-319,27
20151612071620-287,69
20151612081618-367,16
20151612081630-430,126
20151612101618-908,110
20151612121604-72,93
20151612121615-643,69
20151612121629-412,27
20151612121658-752,87
20151613011610-242,36
20151613011638-124,48
20151613021630-650,69
20151613031640-694,64
20151613061633-182,36
20151613061634-340,67
20151613071616-304,27
20151613091621-285,66
20151613091635-490,36
20151613111653-93,76
20151614011644-131,20
20151614011649-199,40
20151614051608-921,33
20151614061628-86,139
20151614071608-934,66
20151614071616-110,47
20151614091646-956,19
20151614121612-952,85
20151615011608-528,52
20151615031620-662,69
20151615061625-429,100
20151616021636-386,89
20151616051638-682,23
20151616061611-647,61
20151616071624-579,48
20151616071648-361,48
20151616091623-588,50
20151616091632-393,9
20151616101657-764,162
20151616111617-168,162
20151617011611-701,118
20151617021605-748,15
20151617021606-104,88
20151617051603-789,62
20151617071647-820,58
20151617081652-70,105
20151617101635-486,8
20151617121648-62,7
20151618021648-198,67
20151618051609-530,50
20151618061607-618,27
20151618071600-327,143
20151619021612-46,72
20151619061642-149,12
20151619071622-794,72
20151619081627-523,66
20151619091605-574,20
20151619091608-327,88
20151619091644-457,27
20151619091658-670,55
20151619111615-309,8
20151619111656-337,22
20151620061621-385,101
20151620061659-448,39
20151620081616-194,20
20151620101652-108,1
20151621011611-3,80
20151621011631-58,84
20151621021621-233,20
20151621031610-102,9
20151621031648-283,80
20151621041636-903,124
20151621041638-653,8
20151621041656-716,27
20151621071645-193,126
20151621081613-981,8
20151621081633-895,10
20151621091605-465,47
20151621111640-814,162
20151621121625-608,73
20151622031611-284,-1
20151622031619-590,-1
20151622041646-326,37
20151622071609-320,88
20151622071609-598,8
20151622071620-348,73
20151622081618-495,115
20151622101630-477,81
20151622101656-331,72
20151622111658-627,47
20151622121602-494,52
20151623031635-474,98
20151623031639-511,69
20151623041622-269,68
20151623041644-600,149
20151623051636-911,13
20151623061604-714,10
20151623071615-935,94
20151623091621-956,124
20151623101605-757,48
20151623111631-719,90
20151623111635-221,10
20151624021626-982,8
20151624031658-684,74
20151624051659-955,0
20151624061651-753,59
20151624071616-309,8
20151624101641-279,74
20151624121637-939,71
20151625011628-348,77
20151625021614-449,160
20151625021627-767,75
20151625031626-950,65
20151625041628-460,47
20151625041658-913,0
20151625071637-666,26
20151625081606-434,10
20151625101651-52,92
20151625121635-837,92
20151626021639-5,21
20151626021659-342,20
20151626061634-437,26
20151626061648-946,128
20151626071648-759,4
20151626071649-847,8
20151626121657-196,51
20151627021611-237,135
20151627031600-619,26
20151627061623-296,149
20151627081615-572,10
20151627111655-590,71
20151627121622-355,74
20151628041640-401,124
20151628071608-385,84
20151628111650-794,11
20151629031626-475,26
20151629051601-936,132
20151629061638-988,69
20151629071612-80,69
20151629071622-521,10
20151629081640-992,22
20151629101604-17,47
20151629101611-370,40
20151629111604-526,48
20151629121627-214,20
20151629121653-371,27
20151630031606-854,6
20151630041632-789,46
20151630081603-922,101
20151630081653-901,69
20151630101656-555,162
20151630121637-711,10
20151630121648-874,69
20151631011605-555,20
20151631011622-538,41
20151631031602-96,57
20151631041644-215,81
20151701021704-457,86
20151701021715-940,162
20151701061719-611,39
20151701071703-253,48
20151701071741-626,134
20151701091728-197,8
20151701091730-48,4
20151701101717-179,62
20151701101744-794,20
20151701111705-969,69
20151701111735-536,36
20151701121719-196,16
20151701121734-114,10
20151701121746-803,82
20151702031733-230,16
20151703031712-494,118
20151703041708-748,16
20151703041729-413,60
20151703071734-903,26
20151703081723-858,107
20151703081750-866,134
20151703101707-426,82
20151703121720-618,162
20151703121746-96,48
20151704011709-810,9
20151704021745-210,27
20151704031734-414,27
20151704041709-562,90
20151704041733-844,17
20151704051706-78,27
20151704061733-850,6
20151704071753-165,4
20151704091740-106,105
20151704111727-901,36
20151704111744-144,87
20151705021700-731,162
20151705031703-749,27
20151705051728-150,27
20151705061705-625,8
20151705081717-385,59
20151705081753-773,62
20151705091722-67,90
20151705111738-293,8
20151706041715-288,107
20151706051739-382,10
20151706071728-676,27
20151706081728-645,26
20151706101738-245,20
20151706101742-248,96
20151706121739-14,8
20151707041712-312,115
20151707041752-71,10
20151707051702-432,115
20151707051709-188,81
20151707051753-540,9
20151707061706-226,36
20151707081739-907,11
20151707101746-939,20
20151707111715-550,60
20151708021738-621,60
20151708041746-192,36
20151708081720-837,27
20151708101713-388,90
20151708101735-197,62
20151708111710-843,42
20151708121705-165,69
20151708121720-605,58
20151709031711-971,36
20151709031747-775,27
20151709071708-623,8
20151709081703-888,83
20151709091702-944,80
20151709101723-830,10
20151709101746-425,88
