car_id,route_type_csv
20152507042535-456,camper
20152507042553-806,camper
20152507052543-844,camper
20152507062510-527,none
20152507062525-949,transit
20152507072524-315,camper
20152507072529-237,transit
20152507082537-2,camper
20152508032527-438,camper
20152508052555-733,none
20152508062501-133,none
20152508072546-205,none
20152508082517-666,camper
20152508082544-654,none
20152508092527-156,transit
20152508092529-564,transit
20152508122539-888,transit
20152509022530-659,ranger
20152509052554-869,camper
20152509062517-713,transit
20152509072510-961,camper
20152509072520-737,camper
20152509072533-673,camper
20152509092558-706,camper
20152509102521-374,camper
20152509112544-291,camper
20152509112549-162,transit
20152509112558-632,transit
20152509122522-677,transit
20152510042538-641,transit
20152510092527-332,camper
20152510112541-380,none
20152511042559-219,transit
20152511052523-668,transit
20152511062558-155,transit
20152511072526-706,transit
20152511082550-104,none
20152511092509-781,transit
20152511102520-964,camper
20152511122515-404,transit
20152511122549-56,transit
20152512042530-460,camper
20152512052534-249,camper
20152512062542-417,camper
20152512062545-262,camper
20152512092555-343,none
20152512122535-411,ranger
20152513022510-403,transit
20152513042503-895,none
20152513062511-634,transit
20152513062528-584,camper
20152513092510-289,transit
20152513092510-818,camper
20152513092548-480,camper
20152513092550-113,camper
20152513102540-141,none
20152513102549-213,camper
20152513102558-161,camper
20152514012518-423,ranger
20152514072513-701,transit
20152514072525-135,camper
20152514082508-137,transit
20152514102555-759,camper
20152514122548-18,transit
20152515012542-655,camper
20152515012543-659,camper
20152515022543-461,transit
20152515022548-940,transit
20152515032502-467,none
20152515042526-374,none
20152515042527-388,none
20152515062540-976,camper
20152515082556-333,camper
20152515102520-183,none
20152515102557-50,none
20152515112517-831,camper
20152515112525-739,transit
20152515122543-890,transit
20152516012505-332,transit
20152516032549-968,transit
20152516042528-805,camper
20152516042540-669,transit
20152516052541-990,none
20152516072546-954,transit
20152516072549-566,camper
20152516082512-745,transit
20152516102554-495,transit
20152516122531-638,camper
20152517012505-445,transit
20152517012540-586,camper
20152517032501-916,camper
20152517042527-36,camper
20152517052550-256,transit
20152517072506-105,camper
20152517072521-921,transit
20152517072551-546,camper
20152517082542-792,transit
20152517082550-64,transit
20152517092529-612,camper
20152518012558-924,camper
20152518022508-403,none
20152518042537-745,camper
20152518072549-657,camper
20152518092508-778,transit
20152518102540-889,transit
20152518112549-926,camper
20152519022524-610,transit
20152519022555-673,transit
20152519042530-485,none
20152519042555-47,transit
20152519052551-298,camper
20152519062544-210,transit
20152519082511-770,camper
20152519102554-161,camper
20152519112516-176,none
20152520022515-874,camper
20152520032534-568,transit
20152520042545-155,camper
20152520062536-43,camper
20152520062540-431,ranger
20152520092520-405,camper
20152521022518-901,transit
20152521022555-359,none
20152521032508-395,none
20152521052513-445,transit
20152521052530-437,transit
20152521082513-203,transit
20152521082518-316,none
20152521082543-773,camper
20152521092506-969,transit
20152522012519-402,none
20152522052539-144,transit
20152522062502-870,transit
20152522062547-875,camper
20152522072536-373,ranger
20152522072551-380,camper
20152523012506-74,camper
20152523032526-775,camper
20152523042522-538,camper
20152523062510-74,camper
20152523082535-186,transit
20152523102537-132,transit
20152524012500-138,transit
20152524032503-334,camper
20152524032553-30,none
20152524042528-383,camper
20152524042552-114,transit
20152524042554-641,transit
20152524072545-996,camper
20152524082502-366,camper
20152524082521-737,none
20152524112511-940,transit
20152524122527-579,camper
20152525012508-370,transit
20152525012549-913,none
20152525032537-431,transit
20152525042516-108,none
20152525042519-381,camper
20152525042530-85,transit
20152525042535-195,none
20152525062542-225,transit
20152525062543-274,none
20152525082524-985,transit
20152525092541-151,transit
20152525102559-950,camper
20152526042506-542,none
20152526062530-151,none
20152526082520-23,camper
20152526122519-113,none
20152527022522-115,none
20152527022531-64,camper
20152527032543-8,transit
20152527032555-353,transit
20152527072503-929,camper
20152527092517-772,camper
20152527102521-92,camper
20152527102541-175,none
20152527102554-683,none
20152528012515-626,camper
20152528012520-453,none
20152528012542-188,camper
20152528022533-167,none
20152528052550-543,none
20152528092511-140,camper
20152528092556-30,camper
20152528102542-269,none
20152528112512-496,transit
20152529012515-597,none
20152529022528-642,camper
20152529032522-874,none
20152529032542-292,ranger
20152529032546-113,transit
20152529062500-596,camper
20152529072547-796,camper
20152529092504-987,camper
20152529092534-521,camper
20152529092545-735,transit
20152529102538-290,transit
20152529102554-390,transit
20152529122514-610,transit
20152529122535-473,transit
20152530042509-982,transit
20152530042540-171,transit
20152530052504-640,camper
20152530082532-866,camper
20152530102514-642,transit
20152530102539-80,none
20152530112555-432,transit
20152531032502-40,camper
20152531072521-938,camper
20152531082521-227,camper
20152531082536-410,transit
20152531102541-22,camper
20152531112500-776,none
20152601012639-8,transit
20152601022603-965,transit
20152601032602-114,transit
20152601062655-890,transit
20152601072603-870,transit
20152601072646-339,none
20152601092607-499,none
20152601092630-363,transit
20152601112611-300,camper
20152601122623-54,camper
20152602012639-340,camper
20152602042627-350,camper
20152602042647-114,none
20152602062632-579,transit
20152602072610-386,transit
20152602072648-861,ranger
20152602072655-429,none
20152602072659-678,transit
20152602082644-571,transit
20152602112608-911,camper
20152602122642-940,none
20152603012609-626,transit
20152603022615-769,none
20152603032600-411,transit
20152603032638-774,camper
20152603052648-115,transit
20152603062609-710,camper
20152603072604-152,camper
20152603072628-94,camper
20152603082646-209,none
20152603092611-468,camper
20152603122624-578,none
20152604012628-0,transit
20152604012632-211,transit
20152604022659-533,none
20152604052658-724,none
20152604062637-526,transit
20152604072643-403,camper
20152604082614-455,none
20152604112601-952,transit
20152604112641-515,transit
20152604122627-392,transit
20152604122658-312,transit
20152605012634-824,camper
20152605042639-261,camper
20152605052649-247,none
20152605062636-836,camper
20152605072638-932,transit
20152605072645-576,ranger
20152605082604-337,camper
20152605102601-328,none
20152605102611-434,none
20152605122628-610,none
20152606012620-386,none
20152606012640-366,camper
20152606012652-335,none
20152606022604-255,none
20152606022653-437,camper
20152606032633-61,transit
20152606032633-640,camper
20152606052630-884,none
20152606052635-272,transit
20152606062618-786,camper
20152606072615-951,none
20152606092611-288,none
20152606102611-230,camper
20152606122615-459,none
20152607012617-339,none
20152607012632-335,none
20152607012655-615,transit
20152607042619-960,transit
20152607042623-797,transit
20152607052612-325,none
20152607062650-779,camper
20152607072621-439,transit
20152607072653-308,none
20152607092603-350,camper
20152607092607-197,transit
20152607102601-20,transit
20152607102647-573,camper
20152607112632-973,camper
20152608012606-941,camper
20152608022645-733,transit
20152608042656-439,camper
20152608052615-214,none
20152608082638-702,camper
20152608082640-6,camper
20152608082651-981,transit
20152608092601-553,transit
20152608092613-41,camper
20152608112631-387,camper
20152609012611-577,transit
20152609092656-305,transit
20152609102611-783,camper
20152609112632-767,transit
20152610012616-238,camper
20152610022639-223,transit
20152610022654-88,transit
20152610032628-677,transit
20152610052623-296,camper
20152610062612-425,camper
20152610092600-874,camper
20152610112615-740,camper
20152610112631-411,none
20152610122627-285,transit
20152611012607-354,transit
20152611012652-785,transit
20152611022615-260,camper
20152611022640-459,none
20152611042608-753,transit
20152611042652-570,transit
20152611072627-207,camper
20152611092650-295,transit
20152612012617-85,transit
20152612012636-355,ranger
20152612022619-830,camper
20152612032640-395,camper
20152612072617-383,none
20152612092616-433,transit
20152612122625-610,transit
20152612122652-844,camper
20152612122659-947,ranger
20152613022643-189,camper
20152613102638-652,transit
20152613102657-412,camper
20152613112639-741,transit
20152613122637-292,transit
20152614032608-515,camper
20152614032611-671,camper
20152614032616-732,transit
20152614052608-658,camper
20152614052641-115,camper
20152614072648-135,camper
20152614112602-965,camper
20152614112619-98,camper
20152614122614-782,camper
20152615012610-377,camper
20152615032614-151,transit
20152615032653-523,none
20152615072606-62,camper
20152615082644-315,transit
20152615082645-320,transit
20152615102606-97,transit
20152615122601-96,transit
20152616022624-356,none
20152616022625-64,none
20152616032618-514,camper
20152616042649-259,camper
20152616052613-210,transit
20152616062617-515,camper
20152616072646-204,none
20152616072652-905,camper
20152616092627-391,ranger
20152616112648-695,camper
20152617012605-746,transit
20152617012638-107,transit
20152617012640-251,none
20152617022607-984,ranger
20152617022615-821,none
20152617022639-188,transit
20152617092646-509,ranger
20152618022623-126,camper
20152618042637-966,none
20152618062642-81,camper
20152618072621-823,transit
20152618072637-79,none
20152618092632-650,none
20152618102646-953,none
20152619012615-221,none
20152619052643-277,camper
20152619052654-46,camper
20152619062611-689,camper
